,Date,Fund,NAV,Units,Inv,Cur
345,04-2019,SBI_Bluechip,41.6703,119.99,5000.0,11467.38
346,05-2019,SBI_Bluechip,40.0242,124.924,5000.0,11938.92
347,06-2019,SBI_Bluechip,42.1768,118.549,5000.0,11329.67
348,07-2019,SBI_Bluechip,42.0032,119.039,5000.0,11376.5
349,08-2019,SBI_Bluechip,40.0138,124.957,5000.0,11942.08
350,09-2019,SBI_Bluechip,40.446,123.622,5000.0,11814.49
351,10-2019,SBI_Bluechip,42.0506,118.904,5000.0,11363.6
352,11-2019,SBI_Bluechip,43.8135,114.12,5000.0,10906.39
353,12-2019,SBI_Bluechip,43.8381,114.056,5000.0,10900.27
354,01-2020,SBI_Bluechip,44.9114,111.33,5000.0,10639.75
355,02-2020,SBI_Bluechip,44.0249,113.572,5000.0,10854.02
356,02-2020,SBI_Bluechip,41.2981,121.071,5000.0,11570.69
357,03-2020,SBI_Bluechip,34.5136,144.87,5000.0,13845.15
358,04-2020,SBI_Bluechip,33.3214,150.054,5000.0,14340.59
359,05-2020,SBI_Bluechip,33.8434,147.739,5000.0,14119.34
360,06-2020,SBI_Bluechip,36.1672,138.247,5000.0,13212.2
361,07-2020,SBI_Bluechip,38.6565,129.338,4999.75,12360.77
362,10-2020,SBI_Bluechip,42.853,-2333.583,-100000.0,-223019.36
363,02-2021,SBI_Bluechip,58.2201,-343.528,-20000.0,-32830.8
364,07-2024,SBI_Bluechip,97.7341,51.157,4999.75,4889.05
365,07-2024,SBI_Bluechip,98.291,50.867,4999.75,4861.33
366,08-2024,SBI_Bluechip,96.2337,51.954,4999.75,4965.22
367,08-2024,SBI_Bluechip,99.6997,50.148,4999.75,4792.62
368,09-2024,SBI_Bluechip,100.0078,49.994,4999.75,4777.9
369,09-2024,SBI_Bluechip,105.0604,47.589,4999.75,4548.06
370,10-2024,SBI_Bluechip,100.5173,49.74,4999.75,4753.63
371,10-2024,SBI_Bluechip,101.0045,49.5,4999.75,4730.69
372,11-2024,SBI_Bluechip,100.0824,49.956,4999.75,4774.27
373,11-2024,SBI_Bluechip,95.5899,52.304,4999.75,4998.67
374,12-2024,SBI_Bluechip,100.5382,49.73,4999.75,4752.67
375,12-2024,SBI_Bluechip,96.9531,51.569,4999.75,4928.42
376,03-2017,Axis_Liquid,1799.0602,55.585,100000.0,157979.05
377,04-2017,Axis_Liquid,1806.5707,-1.384,-2500.0,-3933.49
378,05-2017,Axis_Liquid,1816.57,-1.376,-2500.0,-3910.75
379,06-2017,Axis_Liquid,1827.0693,-1.368,-2500.0,-3888.02
380,07-2017,Axis_Liquid,1836.4837,-1.361,-2500.0,-3868.12
381,08-2017,Axis_Liquid,1846.7578,-1.354,-2500.0,-3848.23
382,09-2017,Axis_Liquid,1857.1073,-1.346,-2500.0,-3825.49
383,10-2017,Axis_Liquid,1866.7474,-1.339,-2500.0,-3805.59
384,11-2017,Axis_Liquid,1876.9354,-1.332,-2500.0,-3785.7
385,12-2017,Axis_Liquid,1887.0948,-1.325,-2500.0,-3765.8
386,01-2018,Axis_Liquid,1897.2874,-1.318,-2500.0,-3745.91
387,02-2018,Axis_Liquid,1908.6352,-1.31,-2500.0,-3723.17
388,03-2018,Axis_Liquid,1918.7739,-1.303,-2500.0,-3703.28
389,04-2018,Axis_Liquid,1931.3526,-1.294,-2500.0,-3677.7
390,05-2018,Axis_Liquid,1942.0336,-1.287,-2500.0,-3657.8
391,06-2018,Axis_Liquid,1954.1039,-1.279,-2500.0,-3635.07
392,07-2018,Axis_Liquid,1966.0331,-1.272,-2500.0,-3615.17
393,08-2018,Axis_Liquid,1978.18,-1.264,-2500.0,-3592.44
394,09-2018,Axis_Liquid,1990.09,-1.256,-2500.0,-3569.7
395,10-2018,Axis_Liquid,2002.0881,-1.249,-2500.0,-3549.8
396,11-2018,Axis_Liquid,2015.662,-1.24,-2500.0,-3524.22
397,12-2018,Axis_Liquid,2027.5633,-1.233,-2500.0,-3504.33
398,01-2019,Axis_Liquid,2040.2845,-1.225,-2500.0,-3481.59
399,02-2019,Axis_Liquid,2053.0321,-1.218,-2500.0,-3461.7
400,03-2019,Axis_Liquid,2064.0174,-1.211,-2500.0,-3441.8
401,04-2019,Axis_Liquid,2077.6717,-1.203,-2500.0,-3419.07
402,05-2019,Axis_Liquid,2089.6755,-1.196,-2500.0,-3399.17
403,06-2019,Axis_Liquid,2102.6071,-1.189,-2500.0,-3379.28
404,07-2019,Axis_Liquid,2114.2886,-1.182,-2500.0,-3359.38
405,08-2019,Axis_Liquid,2127.2655,-1.175,-2500.0,-3339.49
406,09-2019,Axis_Liquid,2136.9807,-1.17,-2500.0,-3325.28
407,10-2019,Axis_Liquid,2146.7184,-1.165,-2500.0,-3311.07
408,11-2019,Axis_Liquid,2156.8657,-1.159,-2500.0,-3294.01
409,12-2019,Axis_Liquid,2166.038,-1.154,-2500.0,-3279.8
410,01-2020,Axis_Liquid,2175.717,-1.149,-2500.0,-3265.59
411,02-2020,Axis_Liquid,2185.2187,-1.144,-2500.0,-3251.38
412,02-2020,Axis_Liquid,2191.4158,45.633,100000.0,129694.3
413,03-2020,Axis_Liquid,2195.5864,-1.139,-2500.0,-3237.17
414,04-2020,Axis_Liquid,2208.382,-1.132,-2500.0,-3217.28
415,05-2020,Axis_Liquid,2217.4124,-1.127,-2500.0,-3203.07
416,06-2020,Axis_Liquid,2225.3231,-1.123,-2500.0,-3191.7
417,07-2020,Axis_Liquid,2232.4326,-1.12,-2500.0,-3183.17
418,09-2021,Axis_Liquid,2320.9544,-1.077,-2500.0,-3060.96
419,09-2021,Axis_Liquid,2321.3345,-0.862,-2000.0,-2449.9
420,09-2021,Axis_Liquid,2322.2182,-1.077,-2500.0,-3060.96
421,09-2021,Axis_Liquid,2322.58,-0.861,-2000.0,-2447.06
422,10-2021,Axis_Liquid,2323.7144,-1.076,-2500.0,-3058.12
423,10-2021,Axis_Liquid,2324.1375,-0.861,-2000.0,-2447.06
424,10-2021,Axis_Liquid,2325.3048,-1.075,-2500.0,-3055.28
425,10-2021,Axis_Liquid,2326.3051,-0.86,-2000.0,-2444.22
426,10-2021,Axis_Liquid,2326.748,-1.074,-2500.0,-3052.43
427,10-2021,Axis_Liquid,2326.9372,-0.859,-2000.0,-2441.38
428,10-2021,Axis_Liquid,2327.7057,-1.074,-2500.0,-3052.43
429,10-2021,Axis_Liquid,2328.0728,-0.859,-2000.0,-2441.38
430,11-2021,Axis_Liquid,2329.1529,-1.073,-2500.0,-3049.59
431,11-2021,Axis_Liquid,2330.873,-0.858,-2000.0,-2438.54
432,11-2021,Axis_Liquid,2331.1795,-1.072,-2500.0,-3046.75
433,11-2021,Axis_Liquid,2331.6658,-0.858,-2000.0,-2438.54
434,11-2021,Axis_Liquid,2332.8279,-1.072,-2500.0,-3046.75
435,11-2021,Axis_Liquid,2333.9654,-0.857,-2000.0,-2435.69
436,11-2021,Axis_Liquid,2334.3616,-1.071,-2500.0,-3043.91
437,11-2021,Axis_Liquid,2334.8894,-0.857,-2000.0,-2435.69
438,11-2021,Axis_Liquid,2335.9899,-1.07,-2500.0,-3041.06
439,12-2021,Axis_Liquid,2336.4246,-0.856,-2000.0,-2432.85
440,12-2021,Axis_Liquid,2337.4894,-1.07,-2500.0,-3041.06
441,12-2021,Axis_Liquid,2337.978,-0.855,-2000.0,-2430.01
442,12-2021,Axis_Liquid,2339.0095,-1.069,-2500.0,-3038.22
443,12-2021,Axis_Liquid,2339.3598,-0.855,-2000.0,-2430.01
444,12-2021,Axis_Liquid,2340.4732,-1.068,-2500.0,-3035.38
445,12-2021,Axis_Liquid,2340.9749,-0.854,-2000.0,-2427.17
446,12-2021,Axis_Liquid,2342.2156,-1.067,-2500.0,-3032.54
447,12-2021,Axis_Liquid,2342.7145,-0.854,-2000.0,-2427.17
448,01-2022,Axis_Liquid,2343.9722,-1.067,-2500.0,-3032.54
449,01-2022,Axis_Liquid,2344.4661,-0.853,-2000.0,-2424.33
450,01-2022,Axis_Liquid,2345.5445,-1.066,-2500.0,-3029.7
451,01-2022,Axis_Liquid,2346.0791,-0.852,-2000.0,-2421.48
452,01-2022,Axis_Liquid,2347.0742,-1.065,-2500.0,-3026.85
453,01-2022,Axis_Liquid,2347.3228,-0.852,-2000.0,-2421.48
454,01-2022,Axis_Liquid,2348.7218,-1.064,-2500.0,-3024.01
455,01-2022,Axis_Liquid,2348.8575,-0.851,-2000.0,-2418.64
456,02-2022,Axis_Liquid,2350.0295,-1.064,-2500.0,-3024.01
457,02-2022,Axis_Liquid,2350.3712,-0.851,-2000.0,-2418.64
458,02-2022,Axis_Liquid,2351.5462,-1.063,-2500.0,-3021.17
459,02-2022,Axis_Liquid,2352.2024,-0.85,-2000.0,-2415.8
460,02-2022,Axis_Liquid,2353.467,-1.062,-2500.0,-3018.33
461,02-2022,Axis_Liquid,2353.9683,-0.85,-2000.0,-2415.8
462,02-2022,Axis_Liquid,2355.062,-1.062,-2500.0,-3018.33
463,02-2022,Axis_Liquid,2355.5432,-0.849,-2000.0,-2412.96
464,03-2022,Axis_Liquid,2356.9021,-1.061,-2500.0,-3015.49
465,03-2022,Axis_Liquid,2357.0836,-0.849,-2000.0,-2412.96
466,03-2022,Axis_Liquid,2358.173,-1.06,-2500.0,-3012.64
467,03-2022,Axis_Liquid,2358.6638,-0.848,-2000.0,-2410.11
468,03-2022,Axis_Liquid,2359.9874,-1.059,-2500.0,-3009.8
469,03-2022,Axis_Liquid,2361.2443,-0.847,-2000.0,-2407.27
470,03-2022,Axis_Liquid,2361.686,-1.059,-2500.0,-3009.8
471,03-2022,Axis_Liquid,2362.1651,-0.492,-1162.19,-1398.32
472,02-2020,Axis_Arbitrage_Fund,14.7031,6801.287,100000.0,133670.45
473,02-2020,Axis_Arbitrage_Fund,14.7359,-6801.287,-100222.09,-133670.45
474,04-2017,Mirae_Asset_Cash_Management,1724.0393,58.003,100000.0,156652.92
475,05-2017,Mirae_Asset_Cash_Management,1734.5249,-0.577,-1000.0,-1558.35
476,06-2017,Mirae_Asset_Cash_Management,1736.7368,-0.576,-1000.0,-1555.65
477,06-2017,Mirae_Asset_Cash_Management,1738.9669,-0.575,-1000.0,-1552.94
478,06-2017,Mirae_Asset_Cash_Management,1741.1743,-0.574,-1000.0,-1550.24
479,06-2017,Mirae_Asset_Cash_Management,1743.4222,-0.574,-1000.0,-1550.24
480,07-2017,Mirae_Asset_Cash_Management,1745.6616,-0.573,-1000.0,-1547.54
481,07-2017,Mirae_Asset_Cash_Management,1747.8788,-0.572,-1000.0,-1544.84
482,07-2017,Mirae_Asset_Cash_Management,1750.0776,-0.571,-1000.0,-1542.14
483,07-2017,Mirae_Asset_Cash_Management,1752.2633,-0.571,-1000.0,-1542.14
484,08-2017,Mirae_Asset_Cash_Management,1754.437,-0.57,-1000.0,-1539.44
485,08-2017,Mirae_Asset_Cash_Management,1756.7137,-0.569,-1000.0,-1536.74
486,08-2017,Mirae_Asset_Cash_Management,1759.2132,-0.568,-1000.0,-1534.04
487,08-2017,Mirae_Asset_Cash_Management,1761.0752,-0.568,-1000.0,-1534.04
488,08-2017,Mirae_Asset_Cash_Management,1763.2334,-0.567,-1000.0,-1531.34
489,09-2017,Mirae_Asset_Cash_Management,1765.409,-0.566,-1000.0,-1528.64
490,09-2017,Mirae_Asset_Cash_Management,1767.6057,-0.566,-1000.0,-1528.64
491,09-2017,Mirae_Asset_Cash_Management,1769.8534,-0.565,-1000.0,-1525.94
492,09-2017,Mirae_Asset_Cash_Management,1772.0591,-0.564,-1000.0,-1523.24
493,10-2017,Mirae_Asset_Cash_Management,1774.2839,-0.564,-1000.0,-1523.24
494,10-2017,Mirae_Asset_Cash_Management,1776.4671,-0.563,-1000.0,-1520.54
495,10-2017,Mirae_Asset_Cash_Management,1779.921,-0.562,-1000.0,-1517.83
496,10-2017,Mirae_Asset_Cash_Management,1780.8592,-0.562,-1000.0,-1517.83
497,11-2017,Mirae_Asset_Cash_Management,1783.0625,-0.561,-1000.0,-1515.13
498,11-2017,Mirae_Asset_Cash_Management,1785.2721,-0.56,-1000.0,-1512.43
499,11-2017,Mirae_Asset_Cash_Management,1787.4905,-0.559,-1000.0,-1509.73
500,11-2017,Mirae_Asset_Cash_Management,1789.6968,-0.559,-1000.0,-1509.73
501,11-2017,Mirae_Asset_Cash_Management,1791.8993,-0.558,-1000.0,-1507.03
502,12-2017,Mirae_Asset_Cash_Management,1794.1015,-0.557,-1000.0,-1504.33
503,12-2017,Mirae_Asset_Cash_Management,1796.3071,-0.557,-1000.0,-1504.33
504,12-2017,Mirae_Asset_Cash_Management,1798.5393,-0.556,-1000.0,-1501.63
505,12-2017,Mirae_Asset_Cash_Management,1800.7812,-0.555,-1000.0,-1498.93
506,01-2018,Mirae_Asset_Cash_Management,1803.1163,-0.555,-1000.0,-1498.93
507,01-2018,Mirae_Asset_Cash_Management,1805.3957,-0.554,-1000.0,-1496.23
508,01-2018,Mirae_Asset_Cash_Management,1807.6808,-0.553,-1000.0,-1493.53
509,01-2018,Mirae_Asset_Cash_Management,1810.0088,-0.552,-1000.0,-1490.83
510,01-2018,Mirae_Asset_Cash_Management,1812.3015,-0.552,-1000.0,-1490.83
511,02-2018,Mirae_Asset_Cash_Management,1814.6139,-0.551,-1000.0,-1488.13
512,02-2018,Mirae_Asset_Cash_Management,1816.9307,-0.55,-1000.0,-1485.43
513,02-2018,Mirae_Asset_Cash_Management,1819.2921,-0.55,-1000.0,-1485.43
514,02-2018,Mirae_Asset_Cash_Management,1821.6029,-0.549,-1000.0,-1482.72
515,03-2018,Mirae_Asset_Cash_Management,1824.0767,-0.548,-1000.0,-1480.02
516,03-2018,Mirae_Asset_Cash_Management,1826.6157,-0.547,-1000.0,-1477.32
517,03-2018,Mirae_Asset_Cash_Management,1829.298,-0.547,-1000.0,-1477.32
518,04-2018,Mirae_Asset_Cash_Management,1834.083,-0.545,-1000.0,-1471.92
519,04-2018,Mirae_Asset_Cash_Management,1834.8624,-0.545,-1000.0,-1471.92
520,04-2018,Mirae_Asset_Cash_Management,1837.3401,-0.544,-1000.0,-1469.22
521,04-2018,Mirae_Asset_Cash_Management,1839.7952,-0.544,-1000.0,-1469.22
522,04-2018,Mirae_Asset_Cash_Management,1842.2282,-0.543,-1000.0,-1466.52
523,05-2018,Mirae_Asset_Cash_Management,1844.6705,-0.542,-1000.0,-1463.82
524,05-2018,Mirae_Asset_Cash_Management,1847.0999,-0.541,-1000.0,-1461.12
525,05-2018,Mirae_Asset_Cash_Management,1849.4604,-0.541,-1000.0,-1461.12
526,05-2018,Mirae_Asset_Cash_Management,1851.8667,-0.54,-1000.0,-1458.42
527,05-2018,Mirae_Asset_Cash_Management,1854.4848,-0.539,-1000.0,-1455.72
528,06-2018,Mirae_Asset_Cash_Management,1857.1557,-0.538,-1000.0,-1453.02
529,06-2018,Mirae_Asset_Cash_Management,1859.8262,-0.538,-1000.0,-1453.02
530,06-2018,Mirae_Asset_Cash_Management,1862.5257,-0.537,-1000.0,-1450.31
531,06-2018,Mirae_Asset_Cash_Management,1865.1974,-0.536,-1000.0,-1447.61
532,07-2018,Mirae_Asset_Cash_Management,1868.1342,-0.535,-1000.0,-1444.91
533,07-2018,Mirae_Asset_Cash_Management,1870.7458,-0.535,-1000.0,-1444.91
534,07-2018,Mirae_Asset_Cash_Management,1873.3345,-0.534,-1000.0,-1442.21
535,07-2018,Mirae_Asset_Cash_Management,1875.9257,-0.533,-1000.0,-1439.51
536,08-2018,Mirae_Asset_Cash_Management,1878.5297,-0.532,-1000.0,-1436.81
537,08-2018,Mirae_Asset_Cash_Management,1881.1321,-0.532,-1000.0,-1436.81
538,08-2018,Mirae_Asset_Cash_Management,1885.1288,-0.53,-1000.0,-1431.41
539,08-2018,Mirae_Asset_Cash_Management,1886.5834,-0.53,-1000.0,-1431.41
540,08-2018,Mirae_Asset_Cash_Management,1888.7637,-0.529,-1000.0,-1428.71
541,09-2018,Mirae_Asset_Cash_Management,1891.3435,-0.529,-1000.0,-1428.71
542,09-2018,Mirae_Asset_Cash_Management,1894.2593,-0.528,-1000.0,-1426.01
543,09-2018,Mirae_Asset_Cash_Management,1896.8674,-0.527,-1000.0,-1423.31
544,09-2018,Mirae_Asset_Cash_Management,1899.0813,-0.527,-1000.0,-1423.31
545,10-2018,Mirae_Asset_Cash_Management,1901.7928,-0.526,-1000.0,-1420.61
546,10-2018,Mirae_Asset_Cash_Management,1904.4831,-0.525,-1000.0,-1417.91
547,10-2018,Mirae_Asset_Cash_Management,1907.6016,-0.524,-1000.0,-1415.2
548,10-2018,Mirae_Asset_Cash_Management,1909.9694,-0.524,-1000.0,-1415.2
549,10-2018,Mirae_Asset_Cash_Management,1912.695,-0.523,-1000.0,-1412.5
550,11-2018,Mirae_Asset_Cash_Management,1917.0615,-0.522,-1000.0,-1409.8
551,11-2018,Mirae_Asset_Cash_Management,1918.2685,-0.521,-1000.0,-1407.1
552,11-2018,Mirae_Asset_Cash_Management,1922.6221,-0.52,-1000.0,-1404.4
553,11-2018,Mirae_Asset_Cash_Management,1923.8312,-0.52,-1000.0,-1404.4
554,12-2018,Mirae_Asset_Cash_Management,1926.5458,-0.519,-1000.0,-1401.7
555,12-2018,Mirae_Asset_Cash_Management,1929.228,-0.518,-1000.0,-1399.0
556,12-2018,Mirae_Asset_Cash_Management,1931.8953,-0.518,-1000.0,-1399.0
557,12-2018,Mirae_Asset_Cash_Management,1934.4501,-0.517,-1000.0,-1396.3
558,01-2019,Mirae_Asset_Cash_Management,1937.2,-0.516,-1000.0,-1393.6
559,01-2019,Mirae_Asset_Cash_Management,1939.848,-0.516,-1000.0,-1393.6
560,01-2019,Mirae_Asset_Cash_Management,1942.4895,-0.515,-1000.0,-1390.9
561,01-2019,Mirae_Asset_Cash_Management,1945.146,-0.514,-1000.0,-1388.2
562,01-2019,Mirae_Asset_Cash_Management,1947.7617,-0.513,-1000.0,-1385.5
563,02-2019,Mirae_Asset_Cash_Management,1950.3275,-0.513,-1000.0,-1385.5
564,02-2019,Mirae_Asset_Cash_Management,1953.0449,-0.512,-1000.0,-1382.8
565,02-2019,Mirae_Asset_Cash_Management,1955.6464,-0.511,-1000.0,-1380.09
566,02-2019,Mirae_Asset_Cash_Management,1958.2818,-0.511,-1000.0,-1380.09
567,03-2019,Mirae_Asset_Cash_Management,1960.9151,-0.51,-1000.0,-1377.39
568,03-2019,Mirae_Asset_Cash_Management,1963.6644,-0.509,-1000.0,-1374.69
569,03-2019,Mirae_Asset_Cash_Management,1966.7692,-0.508,-1000.0,-1371.99
570,03-2019,Mirae_Asset_Cash_Management,1969.0888,-0.508,-1000.0,-1371.99
571,04-2019,Mirae_Asset_Cash_Management,1972.8367,-0.507,-1000.0,-1369.29
572,04-2019,Mirae_Asset_Cash_Management,1975.516,-0.506,-1000.0,-1366.59
573,04-2019,Mirae_Asset_Cash_Management,1979.7415,-0.505,-1000.0,-1363.89
574,04-2019,Mirae_Asset_Cash_Management,1980.8691,-0.505,-1000.0,-1363.89
575,05-2019,Mirae_Asset_Cash_Management,1983.9174,-0.504,-1000.0,-1361.19
576,05-2019,Mirae_Asset_Cash_Management,1986.2778,-0.503,-1000.0,-1358.49
577,05-2019,Mirae_Asset_Cash_Management,1989.0433,-0.503,-1000.0,-1358.49
578,05-2019,Mirae_Asset_Cash_Management,1991.8533,-0.502,-1000.0,-1355.79
579,05-2019,Mirae_Asset_Cash_Management,1994.6677,-0.501,-1000.0,-1353.09
580,06-2019,Mirae_Asset_Cash_Management,1997.8484,-0.501,-1000.0,-1353.09
581,06-2019,Mirae_Asset_Cash_Management,1999.993,-0.912,-1823.99,-2463.1
582,02-2020,Mirae_Asset_Cash_Management,2075.7558,48.175,100000.0,130109.73
583,02-2020,Mirae_Asset_Cash_Management,2079.203,48.095,100000.0,129893.67
584,03-2020,Mirae_Asset_Cash_Management,2086.8403,-1.438,-3000.0,-3883.71
585,04-2020,Mirae_Asset_Cash_Management,2098.7407,-1.429,-3000.0,-3859.4
586,05-2020,Mirae_Asset_Cash_Management,2106.3975,-1.424,-3000.0,-3845.9
587,06-2020,Mirae_Asset_Cash_Management,2113.6386,-1.419,-3000.0,-3832.4
588,07-2020,Mirae_Asset_Cash_Management,2120.5754,-1.415,-3000.0,-3821.59
589,08-2020,Mirae_Asset_Cash_Management,2125.9585,-1.411,-3000.0,-3810.79
590,09-2020,Mirae_Asset_Cash_Management,2131.9437,-1.407,-3000.0,-3799.99
591,10-2020,Mirae_Asset_Cash_Management,2138.5646,-1.403,-3000.0,-3789.18
592,11-2020,Mirae_Asset_Cash_Management,2144.1202,-1.399,-3000.0,-3778.38
593,12-2020,Mirae_Asset_Cash_Management,2149.6962,-1.396,-3000.0,-3770.28
594,01-2021,Mirae_Asset_Cash_Management,2155.5,-1.392,-3000.0,-3759.48
595,02-2021,Mirae_Asset_Cash_Management,2161.5536,-1.388,-3000.0,-3748.67
596,03-2021,Mirae_Asset_Cash_Management,2167.0987,-1.384,-3000.0,-3737.87
597,04-2021,Mirae_Asset_Cash_Management,2174.1707,-1.38,-3000.0,-3727.07
598,05-2021,Mirae_Asset_Cash_Management,2179.2189,-1.377,-3000.0,-3718.96
599,06-2021,Mirae_Asset_Cash_Management,2185.4951,-1.373,-3000.0,-3708.16
600,07-2021,Mirae_Asset_Cash_Management,2191.9874,-1.369,-3000.0,-3697.36
601,08-2021,Mirae_Asset_Cash_Management,2198.0044,-1.365,-3000.0,-3686.55
602,09-2021,Mirae_Asset_Cash_Management,2204.8392,-1.361,-3000.0,-3675.75
603,09-2021,Mirae_Asset_Cash_Management,2207.6445,-1.132,-2500.0,-3057.27
604,10-2021,Mirae_Asset_Cash_Management,2209.1475,-1.132,-2500.0,-3057.27
605,10-2021,Mirae_Asset_Cash_Management,2210.2735,-1.357,-3000.0,-3664.95
606,10-2021,Mirae_Asset_Cash_Management,2210.6786,-1.131,-2500.0,-3054.57
607,10-2021,Mirae_Asset_Cash_Management,2211.9009,-1.13,-2500.0,-3051.87
608,10-2021,Mirae_Asset_Cash_Management,2213.0989,-1.13,-2500.0,-3051.87
609,11-2021,Mirae_Asset_Cash_Management,2215.4519,-1.128,-2500.0,-3046.47
610,11-2021,Mirae_Asset_Cash_Management,2216.2676,-1.354,-3000.0,-3656.85
611,11-2021,Mirae_Asset_Cash_Management,2216.2676,-1.128,-2500.0,-3046.47
612,11-2021,Mirae_Asset_Cash_Management,2217.7805,-1.127,-2500.0,-3043.77
613,11-2021,Mirae_Asset_Cash_Management,2219.2584,-1.127,-2500.0,-3043.77
614,12-2021,Mirae_Asset_Cash_Management,2220.7513,-1.126,-2500.0,-3041.07
615,12-2021,Mirae_Asset_Cash_Management,2222.2391,-1.125,-2500.0,-3038.37
616,12-2021,Mirae_Asset_Cash_Management,2223.0495,-1.349,-3000.0,-3643.34
617,12-2021,Mirae_Asset_Cash_Management,2223.5954,-1.124,-2500.0,-3035.67
618,12-2021,Mirae_Asset_Cash_Management,2224.9848,-1.124,-2500.0,-3035.67
619,12-2021,Mirae_Asset_Cash_Management,2226.6539,-1.123,-2500.0,-3032.97
620,01-2022,Mirae_Asset_Cash_Management,2228.3216,-1.122,-2500.0,-3030.27
621,01-2022,Mirae_Asset_Cash_Management,2229.3195,-1.346,-3000.0,-3635.24
622,01-2022,Mirae_Asset_Cash_Management,2229.78,-1.121,-2500.0,-3027.57
623,01-2022,Mirae_Asset_Cash_Management,2231.0029,-1.121,-2500.0,-3027.57
624,01-2022,Mirae_Asset_Cash_Management,2232.6928,-1.12,-2500.0,-3024.87
625,02-2022,Mirae_Asset_Cash_Management,2233.9924,-1.119,-2500.0,-3022.16
626,02-2022,Mirae_Asset_Cash_Management,2235.5159,-1.118,-2500.0,-3019.46
627,02-2022,Mirae_Asset_Cash_Management,2235.8448,-1.342,-3000.0,-3624.44
628,02-2022,Mirae_Asset_Cash_Management,2237.2979,-1.117,-2500.0,-3016.76
629,02-2022,Mirae_Asset_Cash_Management,2238.7714,-1.117,-2500.0,-3016.76
630,03-2022,Mirae_Asset_Cash_Management,2240.2509,-1.116,-2500.0,-3014.06
631,03-2022,Mirae_Asset_Cash_Management,2241.712,-1.115,-2500.0,-3011.36
632,03-2022,Mirae_Asset_Cash_Management,2241.9142,-1.338,-3000.0,-3613.63
633,03-2022,Mirae_Asset_Cash_Management,2243.3661,-1.114,-2500.0,-3008.66
634,03-2022,Mirae_Asset_Cash_Management,2244.9292,-1.114,-2500.0,-3008.66
635,03-2022,Mirae_Asset_Cash_Management,2246.4865,-1.113,-2500.0,-3005.96
636,04-2022,Mirae_Asset_Cash_Management,2248.6359,-1.112,-2500.0,-3003.26
637,04-2022,Mirae_Asset_Cash_Management,2249.5329,-1.334,-3000.0,-3602.83
638,04-2022,Mirae_Asset_Cash_Management,2250.8614,-1.111,-2500.0,-3000.56
639,04-2022,Mirae_Asset_Cash_Management,2251.7132,-1.11,-2500.0,-2997.86
640,04-2022,Mirae_Asset_Cash_Management,2253.1266,-1.11,-2500.0,-2997.86
641,05-2022,Mirae_Asset_Cash_Management,2254.2157,-1.109,-2500.0,-2995.16
642,05-2022,Mirae_Asset_Cash_Management,2255.5352,-1.33,-3000.0,-3592.03
643,05-2022,Mirae_Asset_Cash_Management,2255.8591,-1.108,-2500.0,-2992.46
644,05-2022,Mirae_Asset_Cash_Management,2257.7607,-1.107,-2500.0,-2989.76
645,05-2022,Mirae_Asset_Cash_Management,2259.7728,-1.106,-2500.0,-2987.05
646,06-2022,Mirae_Asset_Cash_Management,2261.7249,-1.105,-2500.0,-2984.35
647,06-2022,Mirae_Asset_Cash_Management,2263.6816,-1.104,-2500.0,-2981.65
648,06-2022,Mirae_Asset_Cash_Management,2264.8668,-1.325,-3000.0,-3578.52
649,06-2022,Mirae_Asset_Cash_Management,2265.6703,-1.103,-2500.0,-2978.95
650,06-2022,Mirae_Asset_Cash_Management,2267.6675,-1.102,-2500.0,-2976.25
651,06-2022,Mirae_Asset_Cash_Management,2269.7726,-1.101,-2500.0,-2973.55
652,07-2022,Mirae_Asset_Cash_Management,2272.2534,-1.1,-2500.0,-2970.85
653,07-2022,Mirae_Asset_Cash_Management,2273.7099,-1.319,-3000.0,-3562.32
654,07-2022,Mirae_Asset_Cash_Management,2274.3028,-1.099,-2500.0,-2968.15
655,07-2022,Mirae_Asset_Cash_Management,2276.213,-1.098,-2500.0,-2965.45
656,07-2022,Mirae_Asset_Cash_Management,2277.8144,-1.098,-2500.0,-2965.45
657,08-2022,Mirae_Asset_Cash_Management,2280.4325,-1.096,-2500.0,-2960.05
658,08-2022,Mirae_Asset_Cash_Management,2282.6708,-1.095,-2500.0,-2957.35
659,08-2022,Mirae_Asset_Cash_Management,2282.6708,-1.314,-3000.0,-3548.82
660,08-2022,Mirae_Asset_Cash_Management,2285.0518,-1.094,-2500.0,-2954.65
661,08-2022,Mirae_Asset_Cash_Management,2287.508,-1.093,-2500.0,-2951.94
662,09-2022,Mirae_Asset_Cash_Management,2290.1739,-1.092,-2500.0,-2949.24
663,09-2022,Mirae_Asset_Cash_Management,2292.4289,-0.465,-1065.98,-1255.86
664,10-2019,Mirae_Asset_Hybrid_Equity_Fund,15.449,323.646,5000.0,11256.41
665,10-2019,Mirae_Asset_Hybrid_Equity_Fund,15.449,323.646,5000.0,11256.41
666,10-2019,Mirae_Asset_Hybrid_Equity_Fund,16.022,312.071,5000.0,10853.83
667,11-2019,Mirae_Asset_Hybrid_Equity_Fund,16.543,302.243,5000.0,10512.01
668,11-2019,Mirae_Asset_Hybrid_Equity_Fund,16.633,300.607,5000.0,10455.11
669,12-2019,Mirae_Asset_Hybrid_Equity_Fund,16.513,302.792,5000.0,10531.11
